index	label	file_path
58	9	./AudioMNIST/data/33/9_33_39.wav
59	5	./AudioMNIST/data/40/5_40_13.wav
60	2	./AudioMNIST/data/38/2_38_6.wav
61	5	./AudioMNIST/data/41/5_41_20.wav
62	5	./AudioMNIST/data/49/5_49_5.wav
63	4	./AudioMNIST/data/42/4_42_48.wav
64	8	./AudioMNIST/data/41/8_41_23.wav
65	2	./AudioMNIST/data/51/2_51_32.wav
66	6	./AudioMNIST/data/22/6_22_15.wav
67	1	./AudioMNIST/data/55/1_55_40.wav
68	7	./AudioMNIST/data/42/7_42_48.wav
69	3	./AudioMNIST/data/06/3_06_46.wav
70	5	./AudioMNIST/data/44/5_44_1.wav
71	8	./AudioMNIST/data/33/8_33_19.wav
72	6	./AudioMNIST/data/38/6_38_16.wav
73	4	./AudioMNIST/data/21/4_21_46.wav
74	6	./AudioMNIST/data/46/6_46_46.wav
75	4	./AudioMNIST/data/19/4_19_33.wav
76	6	./AudioMNIST/data/45/6_45_12.wav
77	0	./AudioMNIST/data/26/0_26_9.wav
78	1	./AudioMNIST/data/49/1_49_46.wav
79	3	./AudioMNIST/data/17/3_17_11.wav
80	1	./AudioMNIST/data/02/1_02_8.wav
81	4	./AudioMNIST/data/17/4_17_45.wav
82	0	./AudioMNIST/data/21/0_21_12.wav
83	9	./AudioMNIST/data/58/9_58_44.wav
84	8	./AudioMNIST/data/41/8_41_39.wav
85	9	./AudioMNIST/data/15/9_15_35.wav
86	2	./AudioMNIST/data/42/2_42_47.wav
87	3	./AudioMNIST/data/53/3_53_38.wav
88	8	./AudioMNIST/data/26/8_26_1.wav
89	7	./AudioMNIST/data/56/7_56_25.wav
90	6	./AudioMNIST/data/07/6_07_35.wav
91	7	./AudioMNIST/data/48/7_48_22.wav
92	7	./AudioMNIST/data/14/7_14_21.wav
93	6	./AudioMNIST/data/23/6_23_49.wav
94	4	./AudioMNIST/data/56/4_56_20.wav
95	9	./AudioMNIST/data/09/9_09_40.wav
96	9	./AudioMNIST/data/05/9_05_37.wav
97	8	./AudioMNIST/data/43/8_43_19.wav
98	2	./AudioMNIST/data/59/2_59_46.wav
99	7	./AudioMNIST/data/43/7_43_27.wav
100	2	./AudioMNIST/data/04/2_04_4.wav
101	0	./AudioMNIST/data/42/0_42_49.wav
102	9	./AudioMNIST/data/37/9_37_13.wav
103	5	./AudioMNIST/data/16/5_16_36.wav
104	3	./AudioMNIST/data/14/3_14_26.wav
105	5	./AudioMNIST/data/47/5_47_1.wav
106	7	./AudioMNIST/data/30/7_30_6.wav
107	6	./AudioMNIST/data/59/6_59_33.wav
108	3	./AudioMNIST/data/01/3_01_11.wav
109	2	./AudioMNIST/data/57/2_57_37.wav
110	0	./AudioMNIST/data/53/0_53_48.wav
111	7	./AudioMNIST/data/43/7_43_7.wav
112	3	./AudioMNIST/data/11/3_11_37.wav
113	5	./AudioMNIST/data/15/5_15_48.wav
114	7	./AudioMNIST/data/30/7_30_43.wav
115	8	./AudioMNIST/data/44/8_44_32.wav
116	7	./AudioMNIST/data/38/7_38_13.wav
117	8	./AudioMNIST/data/44/8_44_8.wav
118	9	./AudioMNIST/data/39/9_39_44.wav
119	8	./AudioMNIST/data/59/8_59_13.wav
120	9	./AudioMNIST/data/22/9_22_13.wav
121	1	./AudioMNIST/data/33/1_33_42.wav
122	3	./AudioMNIST/data/28/3_28_45.wav
123	3	./AudioMNIST/data/04/3_04_21.wav
124	0	./AudioMNIST/data/52/0_52_21.wav
125	2	./AudioMNIST/data/27/2_27_32.wav
126	2	./AudioMNIST/data/34/2_34_4.wav
127	4	./AudioMNIST/data/57/4_57_46.wav
128	5	./AudioMNIST/data/37/5_37_42.wav
129	4	./AudioMNIST/data/25/4_25_47.wav
130	2	./AudioMNIST/data/43/2_43_14.wav
131	8	./AudioMNIST/data/51/8_51_25.wav
132	7	./AudioMNIST/data/25/7_25_23.wav
133	7	./AudioMNIST/data/52/7_52_37.wav
134	2	./AudioMNIST/data/01/2_01_37.wav
135	8	./AudioMNIST/data/54/8_54_0.wav
136	5	./AudioMNIST/data/08/5_08_20.wav
137	0	./AudioMNIST/data/33/0_33_29.wav
138	5	./AudioMNIST/data/06/5_06_0.wav
139	3	./AudioMNIST/data/47/3_47_47.wav
140	2	./AudioMNIST/data/19/2_19_28.wav
141	3	./AudioMNIST/data/39/3_39_48.wav
142	4	./AudioMNIST/data/53/4_53_7.wav
143	1	./AudioMNIST/data/20/1_20_49.wav
144	7	./AudioMNIST/data/30/7_30_4.wav
145	5	./AudioMNIST/data/15/5_15_45.wav
146	9	./AudioMNIST/data/03/9_03_29.wav
147	0	./AudioMNIST/data/40/0_40_2.wav
148	7	./AudioMNIST/data/22/7_22_40.wav
149	6	./AudioMNIST/data/24/6_24_34.wav
150	3	./AudioMNIST/data/01/3_01_40.wav
151	9	./AudioMNIST/data/54/9_54_4.wav
152	6	./AudioMNIST/data/45/6_45_39.wav
153	2	./AudioMNIST/data/57/2_57_17.wav
154	6	./AudioMNIST/data/16/6_16_43.wav
155	7	./AudioMNIST/data/43/7_43_42.wav
156	5	./AudioMNIST/data/27/5_27_19.wav
157	8	./AudioMNIST/data/24/8_24_2.wav
158	7	./AudioMNIST/data/08/7_08_28.wav
159	8	./AudioMNIST/data/33/8_33_47.wav
160	9	./AudioMNIST/data/17/9_17_46.wav
161	4	./AudioMNIST/data/17/4_17_38.wav
162	6	./AudioMNIST/data/06/6_06_28.wav
163	0	./AudioMNIST/data/15/0_15_45.wav
164	5	./AudioMNIST/data/51/5_51_7.wav
165	6	./AudioMNIST/data/31/6_31_41.wav
166	5	./AudioMNIST/data/12/5_12_41.wav
167	9	./AudioMNIST/data/52/9_52_4.wav
168	0	./AudioMNIST/data/21/0_21_30.wav
169	0	./AudioMNIST/data/11/0_11_14.wav
170	1	./AudioMNIST/data/36/1_36_24.wav
171	9	./AudioMNIST/data/47/9_47_11.wav
172	9	./AudioMNIST/data/10/9_10_5.wav
173	2	./AudioMNIST/data/50/2_50_8.wav
174	7	./AudioMNIST/data/04/7_04_8.wav
175	4	./AudioMNIST/data/54/4_54_20.wav
176	1	./AudioMNIST/data/40/1_40_45.wav
177	8	./AudioMNIST/data/57/8_57_49.wav
178	1	./AudioMNIST/data/31/1_31_28.wav
179	0	./AudioMNIST/data/48/0_48_29.wav
180	1	./AudioMNIST/data/54/1_54_42.wav
181	4	./AudioMNIST/data/38/4_38_32.wav
182	2	./AudioMNIST/data/54/2_54_33.wav
183	8	./AudioMNIST/data/04/8_04_44.wav
184	1	./AudioMNIST/data/36/1_36_34.wav
185	9	./AudioMNIST/data/17/9_17_38.wav
186	0	./AudioMNIST/data/46/0_46_16.wav
187	1	./AudioMNIST/data/40/1_40_38.wav
188	2	./AudioMNIST/data/48/2_48_48.wav
189	0	./AudioMNIST/data/49/0_49_18.wav
190	6	./AudioMNIST/data/20/6_20_23.wav
191	2	./AudioMNIST/data/10/2_10_30.wav
192	5	./AudioMNIST/data/05/5_05_20.wav
193	9	./AudioMNIST/data/06/9_06_15.wav
194	7	./AudioMNIST/data/14/7_14_31.wav
195	5	./AudioMNIST/data/22/5_22_25.wav
196	2	./AudioMNIST/data/05/2_05_48.wav
197	3	./AudioMNIST/data/53/3_53_14.wav
198	2	./AudioMNIST/data/35/2_35_41.wav
199	8	./AudioMNIST/data/04/8_04_20.wav
200	8	./AudioMNIST/data/23/8_23_47.wav
201	9	./AudioMNIST/data/32/9_32_17.wav
202	8	./AudioMNIST/data/23/8_23_26.wav
203	9	./AudioMNIST/data/15/9_15_4.wav
204	2	./AudioMNIST/data/19/2_19_7.wav
205	6	./AudioMNIST/data/44/6_44_16.wav
206	0	./AudioMNIST/data/45/0_45_14.wav
207	2	./AudioMNIST/data/35/2_35_24.wav
208	9	./AudioMNIST/data/55/9_55_7.wav
209	9	./AudioMNIST/data/10/9_10_49.wav
210	4	./AudioMNIST/data/33/4_33_38.wav
211	1	./AudioMNIST/data/21/1_21_23.wav
212	9	./AudioMNIST/data/34/9_34_14.wav
213	2	./AudioMNIST/data/59/2_59_47.wav
214	2	./AudioMNIST/data/47/2_47_34.wav
215	3	./AudioMNIST/data/28/3_28_23.wav
216	9	./AudioMNIST/data/34/9_34_35.wav
217	7	./AudioMNIST/data/41/7_41_12.wav
218	8	./AudioMNIST/data/30/8_30_39.wav
219	1	./AudioMNIST/data/34/1_34_36.wav
220	9	./AudioMNIST/data/01/9_01_15.wav
221	4	./AudioMNIST/data/02/4_02_10.wav
222	6	./AudioMNIST/data/08/6_08_49.wav
223	1	./AudioMNIST/data/56/1_56_34.wav
224	8	./AudioMNIST/data/05/8_05_15.wav
225	9	./AudioMNIST/data/35/9_35_43.wav
226	7	./AudioMNIST/data/20/7_20_15.wav
227	0	./AudioMNIST/data/48/0_48_9.wav
228	4	./AudioMNIST/data/38/4_38_43.wav
229	1	./AudioMNIST/data/59/1_59_17.wav
230	1	./AudioMNIST/data/44/1_44_35.wav
231	2	./AudioMNIST/data/36/2_36_13.wav
232	7	./AudioMNIST/data/60/7_60_14.wav
233	5	./AudioMNIST/data/25/5_25_38.wav
234	8	./AudioMNIST/data/27/8_27_8.wav
235	0	./AudioMNIST/data/21/0_21_27.wav
236	5	./AudioMNIST/data/18/5_18_26.wav
237	9	./AudioMNIST/data/60/9_60_8.wav
238	1	./AudioMNIST/data/50/1_50_41.wav
239	9	./AudioMNIST/data/03/9_03_40.wav
240	2	./AudioMNIST/data/56/2_56_13.wav
241	5	./AudioMNIST/data/10/5_10_7.wav
242	5	./AudioMNIST/data/50/5_50_9.wav
243	2	./AudioMNIST/data/31/2_31_12.wav
244	0	./AudioMNIST/data/15/0_15_36.wav
245	6	./AudioMNIST/data/56/6_56_26.wav
246	2	./AudioMNIST/data/05/2_05_12.wav
247	4	./AudioMNIST/data/29/4_29_14.wav
248	7	./AudioMNIST/data/38/7_38_36.wav
249	9	./AudioMNIST/data/52/9_52_44.wav
250	3	./AudioMNIST/data/03/3_03_10.wav
251	4	./AudioMNIST/data/28/4_28_22.wav
252	0	./AudioMNIST/data/45/0_45_37.wav
253	9	./AudioMNIST/data/34/9_34_13.wav
254	1	./AudioMNIST/data/60/1_60_42.wav
255	6	./AudioMNIST/data/38/6_38_29.wav
256	3	./AudioMNIST/data/21/3_21_4.wav
257	4	./AudioMNIST/data/46/4_46_8.wav
258	8	./AudioMNIST/data/34/8_34_41.wav
259	6	./AudioMNIST/data/38/6_38_11.wav
260	4	./AudioMNIST/data/10/4_10_16.wav
261	5	./AudioMNIST/data/03/5_03_44.wav
262	0	./AudioMNIST/data/02/0_02_46.wav
263	7	./AudioMNIST/data/34/7_34_21.wav
264	6	./AudioMNIST/data/09/6_09_24.wav
265	7	./AudioMNIST/data/46/7_46_38.wav
266	9	./AudioMNIST/data/08/9_08_17.wav
267	2	./AudioMNIST/data/14/2_14_35.wav
268	8	./AudioMNIST/data/09/8_09_46.wav
269	9	./AudioMNIST/data/45/9_45_24.wav
270	4	./AudioMNIST/data/32/4_32_17.wav
271	3	./AudioMNIST/data/24/3_24_31.wav
272	0	./AudioMNIST/data/29/0_29_8.wav
273	8	./AudioMNIST/data/44/8_44_40.wav
274	5	./AudioMNIST/data/26/5_26_26.wav
275	9	./AudioMNIST/data/20/9_20_16.wav
276	1	./AudioMNIST/data/18/1_18_1.wav
277	2	./AudioMNIST/data/58/2_58_7.wav
278	5	./AudioMNIST/data/54/5_54_32.wav
279	8	./AudioMNIST/data/10/8_10_6.wav
280	4	./AudioMNIST/data/51/4_51_5.wav
281	3	./AudioMNIST/data/02/3_02_13.wav
282	6	./AudioMNIST/data/34/6_34_35.wav
283	1	./AudioMNIST/data/27/1_27_33.wav
284	8	./AudioMNIST/data/09/8_09_24.wav
285	9	./AudioMNIST/data/56/9_56_44.wav
286	8	./AudioMNIST/data/55/8_55_35.wav
287	5	./AudioMNIST/data/09/5_09_10.wav
288	6	./AudioMNIST/data/38/6_38_27.wav
289	2	./AudioMNIST/data/13/2_13_1.wav
290	2	./AudioMNIST/data/42/2_42_20.wav
291	7	./AudioMNIST/data/14/7_14_39.wav
292	0	./AudioMNIST/data/49/0_49_0.wav
293	2	./AudioMNIST/data/33/2_33_1.wav
294	1	./AudioMNIST/data/28/1_28_14.wav
295	4	./AudioMNIST/data/18/4_18_5.wav
296	3	./AudioMNIST/data/50/3_50_14.wav
297	1	./AudioMNIST/data/03/1_03_4.wav
298	2	./AudioMNIST/data/13/2_13_47.wav
299	3	./AudioMNIST/data/14/3_14_36.wav
300	9	./AudioMNIST/data/04/9_04_47.wav
301	7	./AudioMNIST/data/53/7_53_18.wav
302	9	./AudioMNIST/data/42/9_42_46.wav
303	2	./AudioMNIST/data/43/2_43_25.wav
304	2	./AudioMNIST/data/34/2_34_2.wav
305	8	./AudioMNIST/data/37/8_37_3.wav
306	9	./AudioMNIST/data/33/9_33_25.wav
307	9	./AudioMNIST/data/47/9_47_45.wav
308	2	./AudioMNIST/data/35/2_35_25.wav
309	6	./AudioMNIST/data/33/6_33_4.wav
310	2	./AudioMNIST/data/43/2_43_3.wav
311	8	./AudioMNIST/data/16/8_16_26.wav
312	3	./AudioMNIST/data/09/3_09_16.wav
313	6	./AudioMNIST/data/34/6_34_38.wav
314	1	./AudioMNIST/data/59/1_59_38.wav
315	3	./AudioMNIST/data/29/3_29_3.wav
316	0	./AudioMNIST/data/15/0_15_15.wav
317	3	./AudioMNIST/data/48/3_48_11.wav
318	6	./AudioMNIST/data/01/6_01_31.wav
319	0	./AudioMNIST/data/33/0_33_22.wav
320	1	./AudioMNIST/data/13/1_13_14.wav
321	2	./AudioMNIST/data/22/2_22_33.wav
322	2	./AudioMNIST/data/16/2_16_14.wav
323	4	./AudioMNIST/data/47/4_47_30.wav
324	7	./AudioMNIST/data/35/7_35_9.wav
325	0	./AudioMNIST/data/49/0_49_32.wav
326	0	./AudioMNIST/data/12/0_12_14.wav
327	0	./AudioMNIST/data/29/0_29_41.wav
328	5	./AudioMNIST/data/57/5_57_35.wav
329	1	./AudioMNIST/data/52/1_52_13.wav
330	6	./AudioMNIST/data/35/6_35_23.wav
331	8	./AudioMNIST/data/14/8_14_13.wav
332	7	./AudioMNIST/data/05/7_05_47.wav
333	3	./AudioMNIST/data/60/3_60_16.wav
334	8	./AudioMNIST/data/32/8_32_20.wav
335	3	./AudioMNIST/data/55/3_55_42.wav
336	8	./AudioMNIST/data/01/8_01_25.wav
337	0	./AudioMNIST/data/32/0_32_29.wav
338	3	./AudioMNIST/data/34/3_34_20.wav
339	8	./AudioMNIST/data/07/8_07_25.wav
340	4	./AudioMNIST/data/60/4_60_11.wav
341	5	./AudioMNIST/data/59/5_59_8.wav
342	4	./AudioMNIST/data/28/4_28_28.wav
343	7	./AudioMNIST/data/56/7_56_6.wav
344	4	./AudioMNIST/data/26/4_26_46.wav
345	1	./AudioMNIST/data/28/1_28_40.wav
346	4	./AudioMNIST/data/23/4_23_40.wav
347	7	./AudioMNIST/data/13/7_13_41.wav
348	2	./AudioMNIST/data/31/2_31_32.wav
349	8	./AudioMNIST/data/38/8_38_32.wav
350	5	./AudioMNIST/data/13/5_13_26.wav
351	3	./AudioMNIST/data/21/3_21_6.wav
352	5	./AudioMNIST/data/27/5_27_6.wav
353	5	./AudioMNIST/data/26/5_26_10.wav
354	8	./AudioMNIST/data/46/8_46_4.wav
355	0	./AudioMNIST/data/09/0_09_27.wav
356	0	./AudioMNIST/data/13/0_13_22.wav
357	3	./AudioMNIST/data/23/3_23_16.wav
358	6	./AudioMNIST/data/54/6_54_20.wav
359	8	./AudioMNIST/data/47/8_47_43.wav
360	7	./AudioMNIST/data/48/7_48_20.wav
361	8	./AudioMNIST/data/38/8_38_0.wav
362	7	./AudioMNIST/data/38/7_38_12.wav
363	4	./AudioMNIST/data/45/4_45_6.wav
364	8	./AudioMNIST/data/38/8_38_44.wav
365	8	./AudioMNIST/data/27/8_27_25.wav
366	3	./AudioMNIST/data/55/3_55_40.wav
367	0	./AudioMNIST/data/24/0_24_47.wav
368	5	./AudioMNIST/data/23/5_23_48.wav
369	4	./AudioMNIST/data/59/4_59_48.wav
370	7	./AudioMNIST/data/35/7_35_27.wav
371	0	./AudioMNIST/data/47/0_47_20.wav
372	0	./AudioMNIST/data/24/0_24_10.wav
373	0	./AudioMNIST/data/36/0_36_30.wav
374	9	./AudioMNIST/data/21/9_21_21.wav
375	0	./AudioMNIST/data/37/0_37_37.wav
376	1	./AudioMNIST/data/01/1_01_27.wav
377	9	./AudioMNIST/data/39/9_39_35.wav
378	8	./AudioMNIST/data/57/8_57_10.wav
379	3	./AudioMNIST/data/28/3_28_12.wav
380	9	./AudioMNIST/data/32/9_32_33.wav
381	0	./AudioMNIST/data/39/0_39_9.wav
382	6	./AudioMNIST/data/36/6_36_39.wav
383	9	./AudioMNIST/data/22/9_22_38.wav
384	6	./AudioMNIST/data/24/6_24_18.wav
385	2	./AudioMNIST/data/19/2_19_0.wav
386	2	./AudioMNIST/data/08/2_08_22.wav
387	3	./AudioMNIST/data/47/3_47_31.wav
388	0	./AudioMNIST/data/57/0_57_31.wav
389	6	./AudioMNIST/data/58/6_58_33.wav
390	5	./AudioMNIST/data/11/5_11_13.wav
391	0	./AudioMNIST/data/47/0_47_44.wav
392	5	./AudioMNIST/data/33/5_33_2.wav
393	3	./AudioMNIST/data/34/3_34_8.wav
394	4	./AudioMNIST/data/31/4_31_27.wav
395	1	./AudioMNIST/data/37/1_37_23.wav
396	4	./AudioMNIST/data/01/4_01_7.wav
397	3	./AudioMNIST/data/33/3_33_7.wav
398	9	./AudioMNIST/data/07/9_07_23.wav
399	5	./AudioMNIST/data/42/5_42_38.wav
400	9	./AudioMNIST/data/57/9_57_12.wav
401	2	./AudioMNIST/data/18/2_18_34.wav
402	1	./AudioMNIST/data/02/1_02_14.wav
403	7	./AudioMNIST/data/22/7_22_30.wav
404	7	./AudioMNIST/data/32/7_32_1.wav
405	2	./AudioMNIST/data/16/2_16_10.wav
406	2	./AudioMNIST/data/10/2_10_42.wav
407	0	./AudioMNIST/data/45/0_45_41.wav
408	9	./AudioMNIST/data/15/9_15_10.wav
409	3	./AudioMNIST/data/52/3_52_36.wav
410	2	./AudioMNIST/data/24/2_24_0.wav
411	3	./AudioMNIST/data/52/3_52_17.wav
412	3	./AudioMNIST/data/29/3_29_39.wav
413	1	./AudioMNIST/data/10/1_10_31.wav
414	2	./AudioMNIST/data/37/2_37_7.wav
415	6	./AudioMNIST/data/02/6_02_9.wav
416	3	./AudioMNIST/data/10/3_10_8.wav
417	3	./AudioMNIST/data/12/3_12_4.wav
418	5	./AudioMNIST/data/44/5_44_44.wav
419	2	./AudioMNIST/data/27/2_27_16.wav
420	2	./AudioMNIST/data/34/2_34_3.wav
421	7	./AudioMNIST/data/18/7_18_31.wav
422	6	./AudioMNIST/data/27/6_27_44.wav
423	4	./AudioMNIST/data/60/4_60_9.wav
424	8	./AudioMNIST/data/09/8_09_26.wav
425	0	./AudioMNIST/data/27/0_27_27.wav
426	1	./AudioMNIST/data/59/1_59_22.wav
427	2	./AudioMNIST/data/46/2_46_2.wav
428	5	./AudioMNIST/data/24/5_24_7.wav
429	1	./AudioMNIST/data/19/1_19_19.wav
430	2	./AudioMNIST/data/33/2_33_43.wav
431	1	./AudioMNIST/data/16/1_16_24.wav
432	5	./AudioMNIST/data/57/5_57_29.wav
433	1	./AudioMNIST/data/13/1_13_42.wav
434	3	./AudioMNIST/data/47/3_47_12.wav
435	5	./AudioMNIST/data/29/5_29_30.wav
436	1	./AudioMNIST/data/41/1_41_7.wav
437	2	./AudioMNIST/data/23/2_23_14.wav
438	9	./AudioMNIST/data/59/9_59_32.wav
439	4	./AudioMNIST/data/56/4_56_46.wav
440	8	./AudioMNIST/data/33/8_33_44.wav
441	1	./AudioMNIST/data/43/1_43_0.wav
442	0	./AudioMNIST/data/05/0_05_40.wav
443	2	./AudioMNIST/data/18/2_18_4.wav
444	4	./AudioMNIST/data/13/4_13_27.wav
445	8	./AudioMNIST/data/19/8_19_32.wav
446	2	./AudioMNIST/data/39/2_39_27.wav
447	4	./AudioMNIST/data/21/4_21_5.wav
448	8	./AudioMNIST/data/47/8_47_23.wav
449	7	./AudioMNIST/data/09/7_09_19.wav
450	7	./AudioMNIST/data/06/7_06_48.wav
451	2	./AudioMNIST/data/46/2_46_28.wav
452	4	./AudioMNIST/data/27/4_27_48.wav
453	4	./AudioMNIST/data/16/4_16_46.wav
454	8	./AudioMNIST/data/40/8_40_6.wav
455	4	./AudioMNIST/data/43/4_43_44.wav
456	7	./AudioMNIST/data/35/7_35_5.wav
457	2	./AudioMNIST/data/58/2_58_19.wav
458	6	./AudioMNIST/data/39/6_39_47.wav
459	9	./AudioMNIST/data/16/9_16_11.wav
460	3	./AudioMNIST/data/60/3_60_45.wav
461	9	./AudioMNIST/data/39/9_39_34.wav
462	2	./AudioMNIST/data/12/2_12_30.wav
463	5	./AudioMNIST/data/07/5_07_27.wav
464	1	./AudioMNIST/data/09/1_09_42.wav
465	6	./AudioMNIST/data/16/6_16_34.wav
466	2	./AudioMNIST/data/41/2_41_13.wav
467	7	./AudioMNIST/data/57/7_57_38.wav
468	5	./AudioMNIST/data/16/5_16_33.wav
469	3	./AudioMNIST/data/21/3_21_15.wav
470	7	./AudioMNIST/data/01/7_01_37.wav
471	0	./AudioMNIST/data/28/0_28_41.wav
472	3	./AudioMNIST/data/46/3_46_18.wav
473	5	./AudioMNIST/data/19/5_19_11.wav
474	7	./AudioMNIST/data/29/7_29_13.wav
475	5	./AudioMNIST/data/50/5_50_36.wav
476	7	./AudioMNIST/data/13/7_13_1.wav
477	7	./AudioMNIST/data/28/7_28_37.wav
478	1	./AudioMNIST/data/55/1_55_47.wav
479	7	./AudioMNIST/data/12/7_12_23.wav
480	4	./AudioMNIST/data/47/4_47_34.wav
481	0	./AudioMNIST/data/42/0_42_43.wav
482	8	./AudioMNIST/data/27/8_27_4.wav
483	9	./AudioMNIST/data/08/9_08_37.wav
484	4	./AudioMNIST/data/48/4_48_17.wav
485	3	./AudioMNIST/data/33/3_33_25.wav
486	9	./AudioMNIST/data/14/9_14_38.wav
487	1	./AudioMNIST/data/34/1_34_19.wav
488	8	./AudioMNIST/data/50/8_50_25.wav
489	6	./AudioMNIST/data/26/6_26_28.wav
490	8	./AudioMNIST/data/34/8_34_20.wav
491	3	./AudioMNIST/data/18/3_18_39.wav
492	7	./AudioMNIST/data/30/7_30_0.wav
493	8	./AudioMNIST/data/01/8_01_16.wav
494	4	./AudioMNIST/data/38/4_38_23.wav
495	4	./AudioMNIST/data/47/4_47_25.wav
496	4	./AudioMNIST/data/31/4_31_15.wav
497	4	./AudioMNIST/data/24/4_24_27.wav
498	9	./AudioMNIST/data/54/9_54_7.wav
499	6	./AudioMNIST/data/55/6_55_41.wav
500	7	./AudioMNIST/data/18/7_18_19.wav
501	1	./AudioMNIST/data/28/1_28_41.wav
502	4	./AudioMNIST/data/38/4_38_1.wav
503	5	./AudioMNIST/data/43/5_43_28.wav
504	8	./AudioMNIST/data/08/8_08_47.wav
505	2	./AudioMNIST/data/20/2_20_22.wav
506	9	./AudioMNIST/data/41/9_41_14.wav
507	5	./AudioMNIST/data/17/5_17_22.wav
508	6	./AudioMNIST/data/16/6_16_25.wav
509	2	./AudioMNIST/data/09/2_09_43.wav
510	6	./AudioMNIST/data/03/6_03_31.wav
511	5	./AudioMNIST/data/53/5_53_0.wav
512	3	./AudioMNIST/data/47/3_47_16.wav
513	9	./AudioMNIST/data/29/9_29_17.wav
514	7	./AudioMNIST/data/53/7_53_10.wav
515	5	./AudioMNIST/data/09/5_09_12.wav
516	6	./AudioMNIST/data/50/6_50_3.wav
517	9	./AudioMNIST/data/34/9_34_44.wav
518	6	./AudioMNIST/data/12/6_12_13.wav
519	6	./AudioMNIST/data/45/6_45_6.wav
520	8	./AudioMNIST/data/19/8_19_9.wav
521	7	./AudioMNIST/data/27/7_27_8.wav
522	3	./AudioMNIST/data/49/3_49_25.wav
523	5	./AudioMNIST/data/11/5_11_35.wav
524	4	./AudioMNIST/data/18/4_18_19.wav
525	7	./AudioMNIST/data/09/7_09_38.wav
526	8	./AudioMNIST/data/22/8_22_16.wav
527	9	./AudioMNIST/data/60/9_60_19.wav
528	7	./AudioMNIST/data/22/7_22_4.wav
529	2	./AudioMNIST/data/59/2_59_48.wav
530	8	./AudioMNIST/data/06/8_06_40.wav
531	9	./AudioMNIST/data/02/9_02_29.wav
532	8	./AudioMNIST/data/36/8_36_29.wav
533	8	./AudioMNIST/data/26/8_26_35.wav
534	6	./AudioMNIST/data/13/6_13_44.wav
535	4	./AudioMNIST/data/25/4_25_7.wav
536	5	./AudioMNIST/data/44/5_44_48.wav
